	ak_035166	ak_016465	ak_024143	ak_037037	ak_024401	ak_097125	ak_097366	ak_032645	ak_037693	ak_034033	ak_033463	ak_099390	ak_015445	ak_023546	ak_032440	op_033472	op_038401	op_102311	op_016307	op_023502	op_023870	op_098441	op_107201	op_035169	op_024146	op_024199	op_015958	op_032024	op_103496	op_023549
13233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
13254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0
13293	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	1	0	0	1
13306	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	3	3	1	6	0	1	1	0	3	12	3	3	2
13308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0	0	4	0	0	0	0	0	0	0	1	0	0
13314	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
13317	1	23	3	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13363	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	2	0	0	0	0	0	1	0	0	1	1
13377	0	0	0	0	0	11	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13379	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	1	0	0	0	0	0	1	0	0	0	0	0	0	0
13408	4	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
13420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	1	0	0	0	1	0	1	0	0
13434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8
13440	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
13452	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13453	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13478	0	0	0	0	1	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13481	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	0	0	0	0	0	0	0	5	2
13492	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
13494	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13514	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0
13524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
13541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13562	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0
13574	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	1	1	0	0	0	0	2	0	1	0	2
13602	0	0	0	6	0	0	0	0	0	0	0	2	3	0	1	0	1	0	3	0	0	1	0	0	1	0	0	0	0	1
13628	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
13651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0
13663	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	5	0	0	0	0	0	0	1	0	0	0	0
13674	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	23	5	0	1	0	4	0	0	0	0	1	1	0	0	0
13691	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0
13706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	0	3	0	0	0	0	0	0	0	0	0	0	0
13716	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	35	1	3	45	0	0	1	0	0	0	4	0	0	1	0
13739	0	0	0	8	0	0	0	1	0	0	1	4	9	0	0	1	4	0	0	3	9	0	0	0	2	5	0	0	3	20
13740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
13773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	4	0	9	3	4	0	0
13803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
13819	0	0	3	0	0	3	0	0	0	0	7	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0
13852	0	3	0	0	11	6	1	7	0	1	2	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13862	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13872	0	2	0	0	4	5	0	2	0	0	7	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13873	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13876	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
13884	0	0	0	1	0	0	0	0	0	0	2	1	1	0	0	39	19	0	2	7	0	6	1	2	9	4	9	0	0	2
13893	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13912	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	1	0	0	1	0	0	0	0	0	1	1
13921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
13923	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
13942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
13971	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	37	0	1	0	0	0	0	0	8	0	0	0
14000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0
14003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	0	2	1	3
14011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
14016	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0
14029	0	3	7	0	80	0	0	27	1	10	0	0	0	24	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
14054	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0
14071	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14079	0	0	0	7	0	0	0	0	1	0	0	0	1	0	1	4	0	0	2	0	0	1	0	0	2	0	0	1	0	2
14090	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
14101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	2	0	0	0	0	4	10	0	0	0
14123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0
14137	0	1	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14147	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	18	0	0	0	0	0	1	0	0	0	1	0	3	0	0
14160	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	2	0	0	0	0	1	3	1	0
14199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
14233	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
14238	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	1	0	3	1	0	0	0	0	0	0	0	0	0	2
14260	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	2
14269	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	2	0	0	0
14289	0	0	0	0	0	0	0	0	1	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
14298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
14327	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	58	0	0	1	0	0	1	0	0	0	1	18	0	0	0
14338	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0
14346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
14348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	9	0	0	0
14349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
14366	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	2	0	0	0	0	0	1	0	39	0
14391	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14393	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	10	0	23	1	2	0	6	0	0	15	0	0	0	14	5
14403	1	2	0	0	9	2	0	1	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14414	0	0	0	1	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
14425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1
14429	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	11	0	0	3	0	0	0	0	0	0	0	0	0	0	0
14454	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14466	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	8	0	0	3	0	2	0	1	0	0	0	0	1	0	0
14479	0	3	0	0	2	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	6	0	0	2	0	0	0	0	0	0	0	0
14494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	3	0	0	0	0
14508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	4	0	0	2	0	0	0	0	0	0	0	0	0
14523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	1	2	0	0	0	0	0	0	0	0	0	0
14539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	21	1	17	1	32	0	1	3	0	9	0	0	57	10
14583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	1	0	0	0	0	0	0	0	0	0	0
14602	0	1	0	1	0	0	0	0	1	0	5	0	6	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
14606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
14621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0
14642	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
14670	0	0	0	0	0	0	0	0	0	1	1	4	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
14686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
14708	0	1	0	0	1	0	0	0	0	0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14713	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	3	0	0	0	2	4	0	0	0
14737	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1	0	1	1
14747	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	7	0	0	0
14768	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14769	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0
14795	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
14866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	1	0	0	0	0	0	0	0	0
14886	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
14900	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	4	1	1	3	3	3
14912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
14920	0	4	3	0	0	0	0	0	1	1	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14936	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	2	0	0	0	0	0	1	0	1	0	1
14963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
14969	2	0	0	0	1	0	0	0	0	0	1	1	0	0	0	64	0	0	0	6	0	0	0	13	0	0	0	2	13	10
14975	1	1	0	0	1	1	0	0	0	2	17	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	1	0	0	0	0
15013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	5	0	1	0	0	1	0	2	0	0	0	0
15016	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
15045	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15053	0	0	0	1	0	0	0	1	2	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0
15075	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	2
15080	2	2	2	0	10	1	0	7	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
15114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	1	0	0	0	0	1	0	0	0
15154	0	0	1	1	0	0	1	0	4	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15155	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0
15157	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	1	0	0	0	1
15183	0	0	0	42	0	0	0	0	1	0	0	1	1	0	18	0	16	0	0	1	11	0	0	0	0	8	0	1	1	0
15190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	1	0	0	0	0	4	0
15211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1
15215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
15234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	3	0	0	0	0	0	0	0	0	0	0	0	0
15244	0	0	0	0	0	0	0	1	9	11	45	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
15252	0	0	0	2	0	0	0	1	2	0	2	1	1	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	1
15255	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1
15272	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0
15344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1
15346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	3	0	0	0	0	2	0	0	0	1
15361	0	0	0	0	3	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
15398	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	4	2	1	2	0	0	0	0	0	0	0	0	0	1	0
15399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	7	0	0	0	0
15418	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1
15428	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15434	0	0	0	0	0	0	0	0	0	0	12	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15444	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	3	2	0	0
15456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	1	3
15463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
15469	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15470	0	2	0	0	36	0	0	0	0	0	2	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	12	0	0	0	0	1	0	0	0	0	3	0	0	2
15477	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
15499	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	1	3	0	6	0	0	0	0	0	0	0	0	0
15503	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
15521	0	0	0	24	0	0	0	0	0	0	0	0	0	0	6	4	5	0	0	8	1	1	0	1	7	0	0	3	3	4
15556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
15558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	1	0	0	0	0	11	0
15563	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
15584	0	1	0	0	9	4	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	1	0	0	0	0	0	0
15615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	1	0
15633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	1	3	1	0	0	0	0	0	0	0	0	0
15652	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	0	0	0	0	0	1	0	5	0	0	3	0
15662	0	6	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15669	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	1	0	0
15688	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	2	0	0	1	0	0	0	0	0	0	1	0	0	0
15690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	1	0	0	0	0
15692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
15736	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	17	0	0	1	25	0	0	0	3	2	0	0	0
15768	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	12	0	0	0	0	2	0	0	0	0
15776	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15778	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15789	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15827	0	0	0	1	0	0	0	0	0	0	0	1	2	0	1	2	0	1	1	2	0	0	1	0	3	0	0	0	0	3
15852	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15861	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	11	0	2	0	23	3	2	0	0	0	0	1	5
15872	0	0	0	0	0	0	0	0	1	1	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
15882	0	0	2	2	1	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	1	1	0	1
15899	0	0	0	0	2	0	0	2	3	2	2	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
15928	0	0	0	0	0	1	0	0	0	0	1	1	3	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	2
15965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	5	0	0	1	0	0	0	0	3	0	4	0
16006	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	2	0	0
16009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0
16015	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
16069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0
16073	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0	1	0	0
16077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	8	6	1	0	0	0	0	11	0	0	0	0
16097	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	46	0	1	14	3	7	0	0	0	5	10	0	0	67	11
16174	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16189	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16225	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1	0	1	0	0	0	0	1	1	1	1	2
16239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	5	0	3	0	0	1	0	0	0	2	0	0	0	0
16246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	7	0	1	0	0	1	0	0	0	0
16254	0	0	0	3	0	0	0	0	0	0	0	2	0	1	2	8	0	0	1	9	4	0	0	1	14	5	2	1	4	55
16255	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16256	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	1	0	1	0	0	0	0	2	0	0
