	ak_035166	ak_016465	ak_024143	ak_037037	ak_024401	ak_097125	ak_097366	ak_032645	ak_037693	ak_034033	ak_033463	ak_099390	ak_015445	ak_023546	ak_032440	op_033472	op_038401	op_102311	op_016307	op_023502	op_023870	op_098441	op_107201	op_035169	op_024146	op_024199	op_015958	op_032024	op_103496	op_023549
38424	1	0	0	1	0	2	1	0	0	0	3	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
38439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	1	3	0	1	1	5
38440	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
38445	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0
38451	5	3	1	2	0	11	0	4	2	0	18	6	3	6	5	3	2	2	0	1	6	0	3	0	4	1	0	2	2	4
38452	0	0	0	0	0	0	0	0	1	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38456	5	0	0	3	0	2	1	1	0	0	14	2	1	0	0	0	1	1	0	0	1	1	0	1	1	0	1	0	0	0
38459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	2	0	0	0	0	0	5	17	1	0
38461	1	1	4	14	6	16	1	4	4	1	11	9	5	0	0	22	3	3	0	1	3	2	0	0	7	1	0	18	0	13
38465	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
38472	1	0	0	0	0	0	0	0	0	0	8	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
38473	0	0	0	0	0	0	8	0	1	2	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	28	14	0	3	0	0	0	0	0	5	4	0	0
38482	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38483	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
38486	1	2	1	0	1	2	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38490	0	0	4	2	0	0	6	0	7	0	1	0	63	0	1	0	1	0	1	3	0	0	0	1	1	0	0	1	1	0
38492	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38496	1	0	1	0	0	0	1	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
38499	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38503	0	0	0	2	1	1	0	0	1	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1
38508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	7	1
38513	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38518	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	5	1	17	9	1	0	4	3	2	0	0	0	4	20	1
38523	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38526	0	0	0	0	0	0	0	0	5	0	15	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0
38527	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38530	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
38538	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	12	0	15	5	0	0	0	0	1	0	1	0	0	7	1
38551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	3	1	36	1	3	0	0	1	0	6	7	3	1	0
38574	0	0	0	0	0	3	0	1	16	3	45	0	0	0	0	0	1	0	4	0	0	0	0	3	0	0	1	0	0	0
38583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
38599	0	0	0	0	0	24	1	0	2	0	5	36	9	1	0	1	0	11	2	0	0	2	1	0	1	0	1	0	0	4
38601	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38605	0	0	0	15	0	0	16	0	1	0	0	0	1	0	0	2	1	0	11	2	3	0	0	0	0	1	0	0	9	2
38611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0
38612	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	9	0	0	0	0	0	0
38626	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0
38631	0	0	3	1	2	3	0	11	8	1	12	0	5	1	0	15	8	1	0	2	0	2	1	1	0	0	0	2	1	9
38637	3	0	0	3	0	1	0	0	1	0	9	3	0	0	0	0	0	1	0	1	2	1	1	1	6	0	2	0	1	3
38645	5	2	26	22	7	8	1	97	38	0	133	7	7	23	0	11	7	1	4	2	0	1	5	1	35	0	6	20	2	24
38646	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38658	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38659	0	3	3	0	3	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	7	0
38665	22	32	233	15	451	47	11	41	510	28	62	39	27	25	28	106	17	2	0	61	4	12	1	0	17	1	0	9	14	175
38668	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
38670	9	1	1	0	0	7	1	0	0	1	30	4	0	0	0	0	0	2	3	0	0	0	4	2	1	0	1	0	0	1
38671	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
38679	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
38683	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	6	0	0	0	0
38698	0	0	0	1	0	0	2	0	1	0	3	3	1	0	2	1	0	0	1	0	0	0	0	0	1	0	0	0	2	0
38703	3	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38710	0	0	1	0	0	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38716	0	0	1	0	0	0	3	0	1	2	0	1	5	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
38717	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38725	4	0	1	2	0	9	3	86	1	0	20	25	4	0	1	5	2	24	3	1	2	0	1	1	18	0	1	51	0	2
38740	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	29	5	4	16	0	6	1	0	0	0	0	5	0	22	0
38742	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	3	0	1	5	0	10	0	1	0	0	0	0
38756	1	0	0	0	0	21	1	0	0	0	20	6	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38758	0	2	5	9	1	3	1	0	16	0	2	2	0	1	0	11	3	0	0	0	0	0	1	0	0	0	0	0	3	10
38765	20	12	118	354	133	137	40	3	162	22	140	541	67	13	8	277	66	88	1	25	40	53	29	8	214	4	0	9	61	173
38767	0	0	0	0	0	0	1	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
38768	4	1	4	1	22	6	0	2	22	1	8	2	2	5	2	12	4	0	0	11	0	2	0	0	0	0	0	0	3	22
38770	1	0	1	0	0	0	2	0	0	1	5	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
38775	0	0	0	9	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	14	0	0	0	3	3	1	0	0	5	1
38778	1	0	1	0	0	6	0	0	1	0	7	7	2	2	0	1	0	6	4	1	0	1	2	1	3	0	0	0	0	0
38781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
38783	10	0	214	95	99	25	3	3	238	39	48	16	5	7	4	173	30	0	0	28	7	3	0	5	49	2	0	3	57	133
38786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	2	0	20	1	0	0	0	1	0	0	9	0	1	0
38787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	5	0	0	0
38796	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
38797	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	16	2	2	0	0	11	4	0	0	0	0	0	0	0	1
38799	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
38802	1	29	19	0	213	44	0	59	0	6	189	23	0	149	12	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38809	2	0	2	1	0	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
38812	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38815	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	4	1	0	0	3	0	0	0	0	0	0	0	0
38820	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0
38822	0	1	16	0	2	0	0	0	2	0	7	0	0	1	0	5	18	0	1	14	3	0	0	1	2	11	3	2	0	1
38823	0	0	0	30	0	0	0	0	7	0	0	0	4	0	3	12	8	0	1	26	4	0	0	0	18	3	1	1	25	1
38825	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	3	0	0	2	0	0	0	0	1
38826	1	0	1	0	0	0	5	0	0	6	0	2	5	9	3	0	1	0	0	0	0	0	0	0	0	1	2	0	0	1
38827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	6	0	0	0	0	0	0
38829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	7	3	0	21	0	5	1	1	0	3	1	1	23	58
38833	2	0	1	0	0	2	16	4	0	3	11	6	47	4	1	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0
38838	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38839	2	1	0	1	1	3	0	1	1	0	9	5	0	3	0	0	0	0	1	0	1	0	23	0	2	0	0	0	0	3
38844	0	1	0	2	0	0	2	0	2	1	0	2	29	4	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
38849	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	168	15	6	227	32	45	18	1	15	0	120	107	18	50	33
38854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	3	1	6	0	4	3	0	7	0	14	0	0	6	2
38862	10	0	0	0	1	2	1	0	0	0	11	0	0	1	0	5	0	0	0	0	0	1	5	0	0	0	0	1	0	2
38865	1	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38867	18	0	0	0	1	0	0	0	0	0	1	1	2	0	0	6	0	2	0	0	0	0	0	8	0	0	0	0	0	1
38870	17	19	7	3	1	3	0	0	0	184	287	0	0	1	0	1	0	0	0	0	0	0	1	0	4	0	0	0	0	0
38879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38880	1	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
38885	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
38886	2	2	23	0	0	3	3	0	0	0	13	0	0	0	4	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
38889	0	1	9	25	4	12	2	1	21	0	13	8	6	1	1	30	11	8	0	3	3	5	10	0	4	0	0	9	5	20
38894	1	0	3	8	2	3	0	0	7	1	0	1	0	1	1	3	0	8	0	4	4	4	0	0	5	1	0	12	0	6
38900	12	4	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0
38911	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
38922	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	2	1	0	0
38924	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1
38939	0	0	0	0	0	2	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
38940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
38945	10	0	1	0	2	1	0	20	1	1	6	4	1	0	1	15	1	5	0	1	3	0	0	4	3	0	0	20	0	2
38947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	1	20	3	9	0	0	1	0	19	10	3	7	2
38948	0	0	0	3	0	0	0	0	3	0	2	0	0	1	0	11	4	1	16	1	4	2	0	0	2	1	0	2	11	10
38950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	10	3	0	26	0	19	0	1	0	0
38951	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0
38957	3	0	0	0	0	3	1	1	0	0	1	5	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
38960	12	0	0	0	0	0	0	0	0	4	0	2	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
38961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	9	0	6	2	0	2	0	10	0	1	0	3
38964	1	2	1	2	0	0	14	1	1	25	1	16	9	2	5	0	0	0	2	0	0	0	1	0	0	0	2	2	0	0
38966	164	52	3	5	1	3	6	5	5	6	3	91	5	4	18	0	8	3	2	0	22	6	3	33	1	5	1	4	0	2
38970	0	8	8	0	0	0	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38971	2	0	0	0	0	2	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
38972	2	0	0	6	0	3	1	0	0	0	2	2	2	0	0	4	0	5	0	0	2	1	13	0	1	0	0	13	1	6
38973	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
38987	0	0	0	0	0	0	12	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
38989	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
38992	2	0	0	2	0	0	0	0	1	1	2	4	0	0	0	13	0	0	0	0	0	0	1	2	2	0	0	0	3	3
38994	18	2	0	0	0	11	0	0	4	1	34	14	63	5	1	69	144	1	0	13	0	3	24	3	1	0	0	0	22	45
39014	3	6	1	1	0	2	0	45	0	0	13	1	2	2	0	1	0	1	1	0	0	1	6	0	3	0	1	20	0	2
39031	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	42	13	2	16	5	26	2	0	1	0	6	0	2	15	1
39037	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
39038	1	0	0	0	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39039	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39045	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	50	8	3	30	2	15	4	0	3	0	19	8	6	29	3
39046	20	2	0	1	0	0	1	0	0	0	3	6	1	0	2	1	0	0	1	1	0	1	4	3	0	0	1	1	0	1
39047	10	21	205	0	8	0	0	4	49	21	96	0	0	0	0	3	0	0	0	5	0	0	0	0	17	0	0	0	0	0
39059	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0
39062	4	1	4	2	33	1	0	5	4	20	4	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
39064	0	1	6	1	1	2	1	1	4	0	28	5	3	2	0	3	0	2	2	0	1	0	0	0	4	0	1	1	1	2
39067	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	1	0	0	0	0	0	0	0
39076	1	0	0	0	0	0	0	0	0	1	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39078	6	2	13	8	7	1	7	1	7	34	40	2	32	22	18	5	2	0	1	0	0	0	0	1	27	0	3	0	0	5
39086	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39089	0	0	0	0	0	2	3	0	0	0	1	2	0	0	0	4	0	8	0	0	0	1	0	0	0	0	0	0	0	1
39091	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39103	90	60	1371	889	363	172	16	205	1044	71	2358	386	241	315	59	343	130	3	81	87	57	9	9	6	2158	22	90	92	135	281
39108	0	1	3	18	0	5	0	7	9	0	25	7	4	2	0	3	1	1	0	0	1	0	1	0	6	1	2	1	2	3
39115	0	1	0	0	0	0	3	0	0	1	4	1	11	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
39120	4	0	0	0	0	0	1	0	0	1	9	1	0	1	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0
39121	3	1	0	0	0	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39122	0	1	3	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
39125	1	0	2	0	0	0	0	1	0	0	30	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39126	0	0	7	1	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39129	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	11	6	0	1	2	0	2	0	0	0	2	0	0	0	1
39136	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39137	6	0	8	0	35	0	0	3	124	3	6	1	0	2	4	10	0	0	0	17	0	0	0	0	0	0	0	1	1	1
39139	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	1	0	0	0	20	0	0	0	1
39155	3	0	0	0	0	0	2	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
39156	0	0	0	0	0	0	3	0	0	0	0	0	20	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
39159	0	0	2	4	1	11	2	6	3	0	8	12	35	0	2	9	35	23	0	6	2	5	40	0	1	0	0	5	12	12
39167	0	0	0	0	1	0	0	0	0	0	0	3	0	0	3	31	6	5	3	0	4	37	1	0	0	19	9	3	4	5
39168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	5	0	0	0	0	2	0
39171	8	0	4	4	1	0	1	0	4	28	18	0	48	35	13	5	3	0	4	0	0	0	0	0	0	2	5	0	2	1
39173	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	1	0	0	0	0	0	1
39175	0	0	6	85	2	27	7	3	48	1	5	12	10	0	1	5	3	66	0	2	1	3	5	0	13	0	0	20	0	10
39176	0	0	1	4	2	3	3	3	3	3	2	7	2	0	0	2	1	9	0	0	0	4	4	0	1	0	0	2	3	4
39179	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	23	19	0	2	0	0	0	0	2	0	3	1	0
39181	4	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39186	6	39	240	0	6	0	0	1	165	13	114	0	0	11	0	1	0	0	0	3	0	0	0	0	28	0	0	0	0	0
39187	0	0	0	0	0	1	1	1	0	0	6	1	0	0	0	14	0	3	0	0	0	1	1	0	0	0	0	0	0	0
39188	0	0	0	2	0	0	1	0	0	0	2	4	7	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
39190	0	0	2	1	0	0	2	0	0	1	3	0	3	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
39192	7	0	0	0	0	1	4	0	0	3	8	2	7	0	0	3	0	0	2	0	0	0	0	1	0	0	0	0	0	0
39194	1	0	1	3	0	18	5	0	9	4	2	8	2	3	2	4	8	30	0	0	1	1	20	0	2	0	0	0	0	5
39196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	11	0	0	0	0	0	1
39198	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0
39201	2	0	3	0	0	9	1	2	0	26	51	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
39204	8	2	2	9	0	2	0	2	6	0	3	7	4	1	0	6	2	7	0	0	11	0	5	1	3	0	1	17	0	8
39205	0	0	0	0	1	0	2	0	0	0	1	3	8	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
39208	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39212	0	0	0	0	0	1	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39213	0	1	5	2	4	12	3	2	3	0	0	5	1	1	0	0	1	4	0	0	6	0	0	0	6	0	0	6	0	4
39215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	8	0	0	0
39219	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	1	0	1	2	1	0	0	0	0	0	0	0	0	0	1
39221	0	0	1	0	0	0	0	0	0	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39227	4	0	3	1	0	0	2	0	1	16	23	3	12	10	4	3	0	0	1	0	0	0	0	0	2	0	1	1	1	2
39232	0	0	0	1	0	5	1	1	0	0	4	3	11	0	0	4	6	8	0	1	0	2	3	0	0	0	0	1	1	3
39234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0
39235	28	13	252	47	99	13	619	13	105	768	105	1071	1582	408	236	4	29	1	17	10	1	2	1	4	57	21	11	14	21	20
39236	0	1	0	0	0	2	129	0	0	2	4	317	129	4	12	0	0	4	4	0	0	0	0	0	0	0	1	0	0	0
39239	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
39243	1	0	2	1	9	4	0	0	9	2	6	2	1	2	1	9	0	0	1	2	0	1	0	0	0	1	0	0	1	7
39244	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
39247	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39250	0	0	0	14	0	0	0	0	1	0	0	0	0	0	0	94	86	4	49	22	31	32	1	9	0	64	13	0	102	8
39266	0	0	0	0	0	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39269	4	0	63	0	2	0	2	2	4	0	22	19	3	3	0	3	1	1	0	1	0	1	0	1	0	0	0	1	0	5
39271	3	0	1	0	0	7	1	0	0	0	4	0	0	0	0	2	0	2	0	0	0	1	8	1	0	0	0	0	0	0
39274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
39279	0	0	1	0	1	0	0	1	7	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39285	0	0	0	0	9	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39288	1	0	2	0	0	0	0	0	1	0	0	0	8	0	0	2	5	0	0	0	0	0	2	0	2	0	0	0	1	16
39289	2	0	0	0	0	2	0	0	0	0	4	4	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1
39290	4	0	0	0	1	4	1	1	0	0	12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0
39305	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
39306	1	3	21	8	8	4	319	6	24	62	29	86	392	99	25	3	6	1	6	2	0	1	7	2	6	0	4	4	3	9
39311	1	0	0	0	2	0	0	0	4	2	0	0	0	0	1	4	7	0	0	1	1	1	0	0	1	3	0	0	0	8
39312	0	0	0	0	0	0	16	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39322	0	0	0	0	0	0	4	0	0	0	0	1	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39324	4	0	0	0	0	0	2	0	0	3	4	1	5	1	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
39326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
39344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	2	1	0	0	0
39363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	1	0	0	0	0	7	1	0	0	0
39364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1
39368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
39379	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39393	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	16	0	0	0
