	root	phylum	class	order	family	genus
30225	unk	unk	unk	unk	unk	unk
30226	Root	Firmicutes	Bacilli	Gemellales	Gemellaceae	Gemella
30233	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Leptotrichia
30240	Root	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
30246	Root	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
30260	Root	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
30276	Root	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga
30284	Root	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
30288	Root	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga
30295	unk	unk	unk	unk	unk	unk
30298	Root	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga
30301	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
30319	Root	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium
30328	Root	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
30342	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
30345	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium
30355	Root	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga
30361	Root	Synergistetes	Synergistia	Synergistales	Dethiosulfovibrionaceae	TG5
30363	Root	Firmicutes	Bacilli	Gemellales	Gemellaceae	Gemella
30374	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
30378	Root	Firmicutes	Bacilli	Gemellales	Gemellaceae	Gemella
30384	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium
30411	Root	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
30413	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
30417	Root	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
30418	unk	unk	unk	unk	unk	unk
30441	Root	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
30450	Root	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
30456	Root	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
30461	Root	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
30463	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
30467	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium
30498	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
30499	Root	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
30504	Root	Firmicutes	Bacilli	Gemellales	Gemellaceae	Gemella
30509	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
30513	Root	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
30534	Root	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
30545	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium
30546	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
30566	Root	Firmicutes	Bacilli	Gemellales	Gemellaceae	Gemella
30568	Root	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
30582	Root	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga
30590	Root	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga
30605	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Leptotrichia
30608	Root	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga
30628	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Leptotrichia
30636	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium
30646	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Leptotrichia
30691	Root	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
30693	Root	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unk
30697	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
30703	Root	Firmicutes	Bacilli	Gemellales	Gemellaceae	Gemella
30712	Root	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia
30713	Root	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
30716	Root	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga
30719	unk	unk	unk	unk	unk	unk
30728	Root	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema
30743	Root	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
30749	Root	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia
30753	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
30767	Root	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
30797	Root	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
30804	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Leptotrichia
30807	Root	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
30813	Root	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
30814	Root	Firmicutes	Bacilli	Gemellales	Gemellaceae	Gemella
30822	Root	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella
30838	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium
30850	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
30856	unk	unk	unk	unk	unk	unk
30886	Root	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
30892	Root	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
30902	Root	Firmicutes	Bacilli	Gemellales	Gemellaceae	Gemella
30903	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium
30910	unk	unk	unk	unk	unk	unk
30914	Root	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
30916	Root	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
30935	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
30953	Root	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia
30959	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Leptotrichia
30982	Root	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Rothia
30983	Root	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
30985	Root	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga
30987	Root	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga
30990	Root	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia
30991	Root	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
31008	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
31011	Root	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
31022	Root	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium
31023	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
31041	Root	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga
31042	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
31043	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
31051	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
31061	Root	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus
31079	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
31101	Root	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella
31103	Root	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
31113	Root	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga
31120	Root	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella
31125	Root	Firmicutes	Bacilli	Gemellales	Gemellaceae	Gemella
31138	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
31145	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium
31158	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium
31173	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Leptotrichia
31174	Root	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Veillonella
31181	Root	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
31213	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium
31228	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Leptotrichia
31246	Root	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Rothia
31248	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
31249	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	unk
31250	Root	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia
31258	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
31259	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
31266	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
31270	Root	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
31274	unk	unk	unk	unk	unk	unk
31284	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
31289	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
31306	Root	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Catonella
31308	Root	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella
31310	unk	unk	unk	unk	unk	unk
31319	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
31323	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium
31347	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
31379	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
31410	unk	unk	unk	unk	unk	unk
31427	Root	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
31430	Root	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
31437	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
31444	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
31455	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
31465	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
31469	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium
31471	unk	unk	unk	unk	unk	unk
31477	Root	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
31478	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
31530	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
31532	Root	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga
31551	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
31553	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
31556	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium
31604	Root	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
31609	Root	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
31610	Root	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga
31611	Root	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga
31623	Root	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga
31640	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium
31649	Root	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga
31656	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
31672	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
31691	Root	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga
31716	Root	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga
31719	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
31741	Root	Firmicutes	Bacilli	Gemellales	Gemellaceae	Gemella
31758	unk	unk	unk	unk	unk	unk
31764	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
31765	Root	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga
31766	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
31768	Root	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
31770	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
31778	Root	Firmicutes	Bacilli	Gemellales	Gemellaceae	Gemella
31780	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium
31826	unk	unk	unk	unk	unk	unk
31839	Root	Firmicutes	Bacilli	Gemellales	Gemellaceae	Gemella
31840	Root	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
31852	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
31858	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium
31860	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Leptotrichia
31863	Root	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
31871	unk	unk	unk	unk	unk	unk
31879	unk	unk	unk	unk	unk	unk
31880	Root	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia
31910	Root	Firmicutes	Bacilli	Gemellales	Gemellaceae	Gemella
31923	Root	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia
31936	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	unk
31938	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
31971	unk	unk	unk	unk	unk	unk
31999	unk	unk	unk	unk	unk	unk
32004	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
32020	Root	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia
32025	Root	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
32028	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium
32046	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium
32053	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
32069	unk	unk	unk	unk	unk	unk
32076	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
32080	Root	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella
32097	Root	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium
32098	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium
32104	Root	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
32106	Root	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia
32110	Root	Firmicutes	Bacilli	Gemellales	Gemellaceae	Gemella
32123	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
32139	Root	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga
32170	Root	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Veillonella
32172	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium
32175	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium
32180	Root	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia
32200	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
32224	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Leptotrichia
32240	Root	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella
32245	Root	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
32247	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
32255	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
32266	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
32273	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Leptotrichia
32277	Root	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
32285	Root	Firmicutes	Bacilli	Gemellales	Gemellaceae	Gemella
32290	Root	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
32297	Root	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
32300	Root	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
32311	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
32317	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium
32322	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
32326	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium
32334	Root	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
32339	Root	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella
32340	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
32343	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium
32345	Root	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga
32353	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
32371	Root	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga
32373	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
32385	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
32409	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
32414	Root	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
32418	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
32434	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Leptotrichia
32437	Root	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter
32443	Root	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
32444	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Leptotrichia
32462	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
32480	Root	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
32502	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
32503	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
32506	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium
32518	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium
32525	Root	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
32536	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
32549	Root	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga
32560	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
32563	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
32566	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Leptotrichia
32570	Root	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium
32576	unk	unk	unk	unk	unk	unk
32641	Root	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
32648	Root	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
32663	Root	Cyanobacteria	Chloroplast	Streptophyta	unk	unk
32701	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
32709	Root	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
32713	Root	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
32722	Root	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
32732	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
32739	Root	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga
32754	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
32777	Root	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
32798	Root	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
32802	Root	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia
32813	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
32820	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
32834	Root	Firmicutes	Bacilli	Gemellales	Gemellaceae	Gemella
32839	Root	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
32843	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium
32871	Root	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga
32884	Root	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Capnocytophaga
32888	Root	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
32894	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
32921	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
32924	Root	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
32931	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium
32941	Root	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella
32971	Root	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Rothia
32985	Root	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Rothia
32988	Root	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
33014	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium
33016	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
33023	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
33044	Root	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
33049	Root	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella
33050	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium
33052	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
33054	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium
33058	Root	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
33062	Root	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Rothia
33068	Root	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
33080	Root	Firmicutes	Bacilli	Gemellales	Gemellaceae	Gemella
33084	Root	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella
33086	Root	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
33089	Root	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium
33106	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
33110	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
33117	Root	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
33118	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
33128	Root	Firmicutes	Bacilli	Gemellales	Gemellaceae	Gemella
33155	Root	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
33156	Root	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
33175	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium
33185	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium
33187	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
33191	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
33198	Root	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
33206	Root	Firmicutes	Bacilli	Gemellales	Gemellaceae	Gemella
33220	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium
33255	Root	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
33258	Root	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
33261	Root	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium
33267	Root	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
